X,Y,sitename,featurelocation,objectid
435199.114,384661.0711,SHIREBROOK ROAD,Jct Albert Road,917
434141.9982,396306.6676,LIVINGSTONE ROAD,Jct Wharfedale Drive,918
435458.1491,382709.479699999,HEMSWORTH ROAD,Jct St Ives Drive,919
444052.6276,382856.0178,ARMSTEAD ROAD,outside 84 [jcn Cooks Rd],920
426275.6988,398181.900800001,OXLEY CLOSE,Top of cul de sac/outside 24,921
441995.8559,382962.227399999,STONEACRE AVENUE,Adj no4,922
432972.2137,392250.1688,HAGG HILL LANE,junction Mid Hurst,924
431818.4493,383448.948100001,PARKHEAD ROAD,opp 1,925
434340.3579,385668.4727,HUNTINGDON CRESCENT,"o/s No 2, jct Sharrow Lane",926
435844.5127,384582.453600001,NORTHCOTE ROAD,jct Northcote Avenue,927
431830.2233,381337.2425,CAVENDISH AVENUE,o/s 27 (Jct Ashfurlong Road),928
437536.1106,392807.0493,KEPPEL ROAD,OUTSIDE 108,929
435822.0201,385130.5167,HEELEY BANK ROAD,o/s school opp Moffat Road,930
442950.263,380858.6295,AUCKLAND WAY,junction Ralston Grove,931
434063.4888,381611.384099999,OLD PARK ROAD,jct Westwick Road,933
435040.9985,383945.196,CRAWFORD ROAD,jct Cliffefield Road,935
435681.5325,389485.880000001,ROE LANE,Jct Pitsmoor Road,936
430393.4884,385162.887499999,BROOKHOUSE HILL,jct Whiteley Lane,937
430426.3037,386147.8555,HALLAM GRANGE CROFT,opp 16,938
444389.1333,383302.8399,SCHOOL ROAD,Nr Jct High Street,939
431442.6394,388550.6777,DEER PARK ROAD,"o/s 22-24, access road to rear of flats",940
443109.9698,385529.262599999,HARBURY STREET,End of CDS,941
431624.2699,390096.2653,BEN CLOSE,o/s 12,944
428043.0276,398266.8465,ASH LANE,Bottom of Hill below 1,945
432660.5422,384674.417300001,TULLIBARDINE ROAD,"Banner Court, near junction with Tullibardine Road.",946
425795.4487,398723.8357,NEWTON LANE,opp 4 in alcove,947
439058.2973,383742.4441,QUARRY VALE ROAD,opp 2,948
439086.8087,387019.676000001,LITTLEDALE ROAD,o/s 59,949
435537.7139,387325.418400001,CHAPEL WALK,Nr Norfolk Street,951
436001.4162,389604.9859,SCOTT ROAD,Opp 35 - Near Abbeyfield Road,953
433016.6711,387227.7764,LYDGATE LANE,o/s Old Grindstone pub top of Lydgate Lane,954
434997.2172,383344.8879,NETTLEHAM ROAD,Adj no83,956
431477.8211,384470.9855,BENTS GREEN PLACE,Jct Trap Lane,957
433812.5338,382358.940099999,HUTCLIFFE WOOD ROAD,Adj Hush opp jct Dalewood Road,958
436967.3828,384269.8631,BUCK WOOD VIEW,opp 3 on footpath,959
436534.5583,384608.676100001,GLEADLESS ROAD,o/s 475 - nr Daresbury Road,960
431559.3813,385641.760399999,ARMTHORPE ROAD,o/s 29,961
434727.5872,383392.914100001,TADCASTER ROAD,outside 70,962
423727.1669,399551.228800001,CHAPEL LANE,Outside St James' Church,963
437675.1141,383705.5546,PAXTON COURT,Adj no1,964
436184.3081,385700.103700001,PARK SPRING GROVE,jct Park Spring Close,966
431035.4076,392847.8277,BIRCH HOUSE AVENUE,Jct Ashbourne Grove,967
435383.3911,384537.486500001,RUSKIN SQUARE,Jct with Albert Road - (side of 179 Albert Road),968
433134.4518,383209.1567,PINGLE ROAD,Opp 50,971
427159.5116,398164.765699999,BELMONT DRIVE,Top of Belmont Drive / Jct Victoria Road,972
433109.1889,386946.7268,TAPTONVILLE ROAD,opp 17 against the wall,973
433035.3214,387502.017899999,SACKVILLE ROAD,Jct School Road,974
437609.6813,391333.6811,WINCOBANK AVENUE,jct Bluebell Road,975
436274.27,385697.8643,PARK SPRING DRIVE,inbetween junction of Tower Close & Park Spring Drive,976
443433.6709,381896.772399999,CHALLONER GREEN,Adj no11,978
438357.4094,385113.1317,QUEEN MARY ROAD,Outside Prince Edward Primary School,979
437992.4335,390499.6598,HOLYWELL HEIGHTS,Front of Lower Holywell no's 7 - 8/side of no.9,980
433113.9133,397467.155400001,FURNESS ROAD,jct Ashwood Road,982
432881.922,390042.5207,MINTO ROAD,Junction with Leader Road,983
430746.9212,385650.547900001,STUMPERLOWE HALL ROAD,Jct Slayleigh Lane,984
439331.9262,384798.0419,CARPENTER GARDENS,Grit bin next to 38 Carpenter Gardens,985
435671.0366,394396.3344,MILL ROAD,o/s Doctor's surgery,986
435519.311,389658.680600001,FIRSHILL CROFT,Main Entrance to Firshill Croft - (Bin 1 of 2),988
431426.2318,386948.586300001,BARNFIELD DRIVE,Ringstead Avenue jct,990
436260.2534,395556.262399999,NETHER LANE,jct Cowley Lane,991
437902.414,388009.592599999,BROAD OAKS,100m from Jct Jessell Street,992
441142.9786,382910.0623,BARNSDALE AVENUE,Outside 6,994
437982.861,384671.937999999,HURLFIELD AVENUE,JUNCTION HURLFIELD DRIVE,995
432644.8271,380222.341700001,BRADWAY CLOSE,opp flats 2-18,996
434401.3961,382168.7545,ABBEY BROOK CLOSE,Side of 134,997
431854.9832,385754.508099999,FULNEY ROAD,Westwood Road end,998
432564.4872,385199.487,DOBBIN HILL,outside No 31 junction of Huntingtower Road,999
435674.6067,395622.4934,COWLEY VIEW ROAD,Outside no 2,1000
435806.1484,387493.260399999,COMMERCIAL STREET,BEFORE TRAM BRIDGE,1001
438533.9032,384953.7873,APPLEGARTH CLOSE,(PRIVATE) o/s 48-53 (Bin 2 of 2),1002
431431.286,388235.857799999,LAXEY ROAD,20m from jct Liberty Road,1003
434485.6359,384843.6588,MACHON BANK,Junction with Sandford Grove Road,1004
428865.8517,397719.3332,ROOKERY VALE,o/s 1,1005
431401.3317,385909.6337,STORTH AVENUE,Jct Storth Lane,1006
435767.3966,388955.6818,BURNGREAVE ROAD,o/s 120a (Doctors),1007
431378.0559,382881.510500001,WHIRLOW GRANGE AVENUE,"near lamp column, near Whirlow Grange Avenue",1008
435364.7326,387450.692600001,ST JAMES' ROW,Adj Cathedral square,1009
433628.4381,386490.5474,CLARKEGROVE ROAD,outside 22/24,1010
436588.5882,385243.3144,KENNINGHALL ROAD,OPPOSITE EASTERN DRIVE,1012
435991.5221,386628.028100001,BARNES COURT,(PRIVATE) opposite block 9 to 45,1013
426905.539,398153.978800001,MANCHESTER ROAD,side of Doctor's/Pharmacy,1014
435879.3316,389578.2236,PASSHOUSES ROAD,jct Nr Firshill Road,1015
434994.9333,384669.0188,VALLEY ROAD,Adj no67 Chesterfield Road,1016
431010.5075,381323.0066,VICARAGE LANE,Dore Road Jn,1019
432006.0162,390964.616699999,DYKEWOOD DRIVE,Opp 75 & SL 086808,1020
433036.3026,388700.2149,BOLE HILL ROAD,jct Heavygate Avenue,1021
431016.5182,392172.1711,MOWSON CRESCENT,jct Mowson Lane,1023
430148.2885,385622.7958,CANTERBURY CRESCENT,opp 26,1024
432653.0969,380141.6548,BRADWAY ROAD,junc Bradway Road and Prospect Road,1026
431691.8134,383605.3533,ALMS HILL ROAD,o/s 18,1027
435017.2939,383229.7008,NEWLYN PLACE,o/s 46,1028
431913.5891,391846.6743,STOCKARTH LANE,On sharp corner above Middlewood,1029
432359.6634,385162.9574,GREYSTONES RISE,o/s 12,1030
428306.3171,397635.4472,ST MARK ROAD,Junction St Mark Road and St Martin Close,1031
436467.2539,393567.8916,BUTTERTHWAITE ROAD,o/s 100,1033
435754.5508,384467.9164,UPPER ALBERT ROAD,Jct Rushdale Road/Meersbrook Road on corner,1034
431446.2508,380073.114399999,MARSTONE CRESCENT,opp 6,1037
430764.4337,386701.9769,SANDYGATE GROVE,jct Sandygate Park,1039
442768.1461,384720.674000001,JOHN CALVERT ROAD,o/s 68 end of cul de sac,1041
443651.324,382846.580499999,BECKTON COURT,outside 53,1042
430380.8735,386177.627,HALLAM GRANGE CROFT,Traffic Island jct Hallam Grange Crescent,1043
433412.5989,397758.502,ASHWOOD ROAD,Opp 64,1044
433714.9865,394107.666999999,NETHER AVENUE,Nether Crescent Jn (Jn closest to Whitley Lane),1045
431714.1988,390548.8957,ALDENE ROAD,opp Aldene Avenue,1047
444214.6101,383690.5789,GRANGE ROAD,o/s 17 nr Jct High Street,1048
435512.6572,387596.9507,MEETINGHOUSE LANE,Opp 6/8 (2 of 2),1049
432640.7705,388712.431399999,PROVIDENCE ROAD,bottom of cul de sac o/s flats,1050
432748.7973,389549.9717,BALL ROAD,Junction Greenock Street,1051
431598.8916,383225.9219,PARKHEAD ROAD,o/s 70,1053
441002.1035,385016.1295,CARDWELL AVENUE,o/s No 24,1054
435412.9002,396371.119100001,LOUND SIDE,Side of Cricket grounds,1056
426979.827,396748.1612,HEADS LANE,outside church,1058
436161.1065,381135.6303,JORDANTHORPE VIEW,Jct Jordranthorpe Parkway,1059
432026.7773,391589.9177,NORTHWOOD DRIVE,o/s 58,1060
437116.0577,384200.9528,LEIGHTON VIEW,Opp no 18,1061
432952.9368,384800.0813,BRINCLIFFE EDGE ROAD,Nr jct Bannerdale Road,1062
430999.1294,392904.181500001,ASHBOURNE GROVE,o/s 12,1063
427825.3662,397722.942199999,FOX GLEN ROAD,Junction with Heath Road,1064
440308.8175,382909.352499999,STEVEN MANGLE CLOSE,Located between 3-5. (from enquiry 1533545),1065
435468.6533,384796.8522,CARTER ROAD,o/s 27,1067
433005.3589,393822.148800001,CROSS HOUSE ROAD,Opp 98,1068
435584.3727,384213.3093,ARGYLE CLOSE,top of cul de sac,1069
436448.3974,389663.2892,OSGATHORPE DRIVE,Adj no89 Osgathorpe Road,1070
432355.6563,385232.4476,GREYSTONES GRANGE CRESCENT,o/s 6,1071
437584.0062,390211.782199999,WINCOBANK LANE,To the front of no.22 [added from enquiry 1537647],1072
431921.9413,391002.6359,DYKEWOOD DRIVE,Opp SL 026174 (2nd bin in from Worrall Road),1073
434842.7625,387248.2905,ORANGE STREET,Jct Holland Street,1074
435376.0365,384248.179300001,BURNSIDE AVENUE,o/s 2 - bottom of c.d.s. nr Meersbrook Park Road jct,1076
428381.4214,388964.7192,BROOKSIDE BANK ROAD,in bend near cottage,1077
435627.2141,384974.851299999,STURGE CROFT,Side of No 10,1078
438653.1103,384456.589600001,PENTHORPE CLOSE,Opp 1,1079
430242.9336,385627.294500001,CANTERBURY DRIVE,Opp 10,1080
431955.7461,380567.6328,WEST VIEW LANE,(PRIVATE) Side of Flats 1 - 6 (Bin 1 of 2),1081
432539.9334,390737.681700001,VAINOR ROAD,opposite No 10,1084
434997.6624,397071.7586,HEYHOUSE DRIVE,Opp Jcn Heyhouse Way,1085
437130.8494,390845.990700001,HINDEWOOD CLOSE,jct Hinde House Lane,1086
440962.9064,382120.3784,CAMDALE VIEW,outside 34,1087
436973.9211,390735.712300001,HAMILTON ROAD,opposite 4,1088
436659.5287,390447.674699999,HORNDEAN ROAD,Middle,1090
441341.1981,386290.684599999,BALLIFIELD ROAD,Opp 16,1091
438463.6965,383931.5899,HOLLINSEND ROAD,jct Ridgeway Road - opp No's 253/255,1092
431657.0193,380160.589400001,MARSTONE CRESCENT,Just below 79,1094
441136.8278,382971.7447,BARNSDALE AVENUE,Opp Ryhill Drive,1095
438431.2192,383370.8704,SEAGRAVE CRESCENT,Outside No. 25,1096
431890.9234,386562.356899999,DARWIN LANE,jcn Darwin close,1097
431688.5319,382903.824100001,WHIRLOW GROVE,jct Whirlow Court Road,1098
442591.3307,383659.3978,RAINBOW ROAD,Jct with Delves Avenue,1099
431317.9989,386927.5024,SANDYGATE GRANGE DRIVE,o/s No 44 - in turning head,1100
431465.7998,389997.8035,WOODSTOCK ROAD,Jct Eden Drive,1101
433283.5967,388928.2996,WALKLEY BANK ROAD,jct Elliotville Street,1102
431580.4062,382930.7864,ECCLESALL ROAD SOUTH,outside Whirlow Court [old bin],1103
430616.7317,379860.9451,HILLFOOT ROAD,Opp Church of England School,1104
438676.6005,390738.271500001,HAYLAND STREET,outside unit ( Consult Search and Selection ),1105
433367.7788,389037.0485,HAMMERTON CLOSE,Adj no18,1107
438626.1737,390921.958900001,BUBWITH ROAD,End of cul-de-sac,1109
435118.4114,384754.634299999,ALBERT ROAD,Albert Road opposite house No.44 just down from Plantation Road,1111
430634.5575,393541.2892,COCKSHUTTS LANE,100yds up on left at Entrance to Coumbes Brook,1112
431412.108,388837.3157,WOOD LANE,opposite 288,1113
426893.9134,397754.5131,JOHN WEST STREET,Opp No 3,1114
432424.8736,388604.8422,CLIFFE ROAD,Opp jct with Walkley Terrace,1115
433587.6003,397350.038899999,HAZELSHAW GARDENS,Outside 21 off Hurst Green,1116
430916.4314,388356.983200001,LONG LANE,In verge nr top (jct Oldfield Road),1119
444192.3237,383775.5846,MANVERS ROAD,Adj 2A,1120
440871.3533,382924.578199999,MOORTHORPE WAY,junction Sheffield Road,1121
435947.9882,395838.8915,GLENWOOD CRESCENT,"bottom, nr no.122",1122
429858.4664,385876.383199999,WINCHESTER DRIVE,jct Winchester Avenue,1123
431151.8939,385937.0459,STUMPERLOWE CRESCENT ROAD,O/S Number 35 - Near Jct Tom Lane,1124
432315.0988,390499.6998,WORRALL ROAD,bottom of Laird Road on grass verge,1125
435689.6539,385295.749399999,MOFFATT ROAD,Jct with Anns Road North,1126
435473.5921,384018.3751,BISHOPSCOURT ROAD,Adj no61,1127
431711.816,384951.298,HIGHCLIFFE ROAD,Junction with Highcliffe Drive,1128
443711.2821,382639.559800001,BATESQUIRE,on junction outside No 2,1129
436128.4726,385632.642999999,PARK SPRING DRIVE,layby opp 108,1131
430854.0987,389064.7906,ACORN HILL,Adj No. 38,1132
432616.159,384901.2324,FORD ROAD,o/s 1 - Jct Tullibardine Road,1134
435833.9178,388657.317199999,RICHMOND STREET,jct Somerset Road,1135
426338.1139,398259.3586,OXLEY CLOSE,jct Moorland Drive,1136
429877.2569,388902.9969,ACORN WAY,Jct Spout Lane,1137
427226.0905,398699.6426,HUNSHELF PARK,just above number 15,1140
433950.0038,397675.4958,WORTLEY ROAD,Adj no76,1141
436230.1094,387488.4418,BARD STREET,o/s block No's 42-49,1143
436696.6562,384314.190400001,BANKWOOD ROAD,Near junction with Blackstock Road.  Non-core order received,1146
431173.9906,384484.321699999,MUSKOKA AVENUE,o/s 13,1147
434061.6171,387909.181299999,ALBION STREET,opp the side of 296 Martin Street,1148
430633.9886,392039.3191,LUND ROAD,o/s 5 facing down Birley View,1149
437025.7001,387295.2871,MALTRAVERS WAY,Outside number 34,1150
435528.2074,387159.7359,SURREY STREET,O/S CENTRAL LIBRARY,1151
427096.4039,396805.2349,YEW TREES LANE,"Grit bin outside St Marys Church, Yew Trees Lane",1152
433154.6274,388599.093900001,HIGHTON STREET,Jct Camm Street,1153
432098.8226,387208.411900001,LYDGATE HALL CRESCENT,o/s 18,1154
433793.3229,384609.9058,ADELAIDE ROAD,o/s 27,1155
430856.1188,386191.693,TOM LANE,"o/s 137, jct Stumperlowe Hall Road",1156
441921.6834,382938.734099999,STONEACRE AVENUE,Opp no5,1157
434121.3114,397782.6151,EAGLETON DRIVE,Opp 4,1158
433301.9667,389623.070800001,LANGSETT ROAD,Adj no564,1159
432423.4224,388550.1379,LINAKER ROAD,jct Cliffe Road,1160
435540.2287,384849.8071,CAMBRIDGE ROAD,in turning head - opp 22,1162
427978.7574,397894.053200001,FOX GLEN ROAD,jcn Armitage Road,1163
438732.7081,391619.3693,TANSLEY DRIVE,jct Tansley Street,1165
430997.9998,379648.9958,MEADOW GROVE,o/s 11,1166
431493.0003,383435.891799999,ALMS HILL CRESCENT,O/S 22 - Re added as per DH from enquiry 1538197,1167
436770.0867,391659.038000001,FAIRTHORN ROAD,nr jct with Sicey Avenue & Foremark Road,1168
433322.3897,389482.970899999,FORBES ROAD,Junction with Walkley Lane,1169
428897.2489,386181.7458,BLACKBROOK AVENUE,Adj no37,1171
427981.2803,398113.2005,WHITEHEAD AVENUE,Jct Haywood Avenue,1172
430081.1737,379706.7993,LANE HEAD ROAD,above bridge - Baslow Road side,1173
442598.4132,385404.768200001,GOATHLAND DRIVE,opp 17,1174
433667.0415,385497.2817,CLIFFORD ROAD,junction of Clifford Road and Psalter Lane outside school,1176
433474.1483,392466.4268,WILCOX ROAD,jct Bullen Road,1177
436025.9535,388733.375399999,BRESSINGHAM ROAD,Jct Bressingham Close,1180
433312.4462,387183.529100001,CROOKESMOOR ROAD,Jct Highnam Crescent Road,1181
438488.242,384959.7356,APPLEGARTH CLOSE,Opp 36-39,1182
438051.5012,392017.7653,STANDON CRESCENT,opp 73,1183
433840.0394,387104.5517,CLAREMONT CRESCENT,Jct Tree Root Walk,1184
435592.7167,392640.8169,HOLGATE ROAD,side 113,1186
438100.1965,383266.0604,HERDINGS VIEW,Adj 2,1187
438809.4119,391673.0539,VAUXHALL CLOSE,Opposite No 9 on paved area,1188
435019.6685,387086.706800001,ARUNDEL GATE,jct Charles Street,1189
435216.5029,396293.871300001,GREENHEAD LANE,opposite Greenhead Wesleyan Reform Church,1190
433973.7908,395811.609300001,MACKENZIE CRESCENT,Opp 64,1192
435925.776,390370.856699999,HERRIES ROAD,o/s hospital gates,1196
430360.4092,386232.2914,HALLAM GRANGE CRESCENT,opp 51,1198
434989.2937,390518.784399999,BOYNTON ROAD WEST,Adj no107,1199
430998.0905,393417.264699999,RIVER VIEW ROAD,Opp 5,1200
433344.4617,387442.285,REDCAR ROAD,Jct Glebe Road,1201
434712.5235,383245.7662,THE DALE,opposite 31,1202
433519.1333,397771.8882,WORTLEY ROAD,jct Markbrook Drive,1203
432373.5975,389921.5853,WISEWOOD AVENUE,Jct Owlings Road,1204
430645.7213,386713.103700001,BURNT STONES DRIVE,jct Sandygate Park,1205
442053.4889,382957.6687,DONETSK WAY,Adj Donetsk Way Tram stop,1207
432047.8022,391030.8478,DYKEWOOD DRIVE,flats 59,1208
432445.1234,380297.5801,CELANDINE COURT,o/s No 1,1209
433085.5998,382178.6017,DALEWOOD DRIVE,jct Dalewood Rd,1210
433210.1827,383722.7097,DEWAR DRIVE,o/s no 2,1211
430998.9562,379681.206599999,MEADOW GROVE ROAD,"junction Sunnyvale Avenue, corner 35",1213
434926.9116,383417.187200001,BROXHOLME ROAD,Jct Hackthorn Road,1214
429171.2488,386089.442199999,BLACKBROOK DRIVE,Jct Blackbrook Road,1215
438978.4439,385077.391899999,WOODROVE AVENUE,Located between 34 and 36.,1216
440751.231,386859.7018,FINCHWELL RISE,Opp no2,1217
435145.9828,381270.601600001,MEADOW HEAD,"o/s The Norton, nr roundabout",1220
433461.6818,392582.013800001,CARRILL ROAD,junction Carrill Drive,1221
430789.4904,388916.2031,HIGH MATLOCK AVENUE,"jct Leawood Place,",1222
438371.797,391132.398700001,JENKIN ROAD,Ridge View Drive,1223
436089.6878,384863.0233,DERBY STREET,top of Penns Road,1224
439137.3675,386083.923800001,ROMANDALE GARDENS,in car park at Neighbourhhoid Centre,1225
437039.3622,386540.213199999,SKYE EDGE ROAD,o/s 73,1226
433296.4672,397839.788699999,WORTLEY ROAD,located on the bridge on Wortley Rd from Westwood New Rd to Farlow Croft.,1227
436795.7289,391755.6503,SICEY AVENUE,opp s/o No. 35,1228
426364.3579,398647.637499999,PATERSON CROFT,below 1,1229
432788.2334,386129.1209,ENDCLIFFE VALE ROAD,"O/S 55, S/O L/Col No.18",1230
434193.9092,388103.6657,BURLINGTON STREET,Jct Oxford Street,1231
432343.9236,384966.933599999,HIGH STORRS DRIVE,jct Mylor Road,1234
433447.4425,397292.225500001,ANNAT PLACE,side of 32 Cottam Road,1235
434273.2761,393876.6932,WHEEL LANE,O/S No 116,1236
443640.0778,384062.8124,WOODHOUSE LANE,Opp no113,1237
438932.6261,387477.414899999,COLISTER GARDENS,outside 40/57,1238
429010.5938,395932.524700001,MORE HALL LANE,200yds below Brambledene,1239
435084.8787,382644.6283,COBNAR ROAD,o/s 54,1241
433231.6281,387781.617900001,MONA AVENUE,O/S WESTWAYS PRIMARY SCHOOL MAIN ENTRANCE,1244
441872.8808,383083.672599999,STONEACRE RISE,o/s 2,1246
426984.032,398304.775599999,VICTORIA STREET,Outside No 2 Victoria Close,1248
432525.8591,387848.4987,TOFTWOOD ROAD,o/s 111,1249
430491.1759,388952.332699999,ACORN DRIVE,jct Friar Close,1250
431841.519,386781.494100001,DARWIN LANE,o/s 110,1251
430726.1024,393690.996300001,BEDFORD ROAD,jct of Newstead Avenue,1252
439232.804,388569.792199999,GREENLAND COURT,Jct Greenland Way,1256
432960.9839,387782.0078,NEWBURY ROAD,Jct Toyne Street,1257
431801.819,379606.597899999,MICKLEY LANE,o/s Cherry Tree Orphanage,1259
431007.5393,384099.661800001,RINGINGLOW ROAD,opposite junction with Ringinglow Gardens,1260
430934.3974,393004.003,HOLMESFIELD ROAD,opp  5,1261
430420.4333,386029.0595,SLAYLEIGH AVENUE,O/S 45,1262
440279.2672,387085.947000001,HALL ROAD,Jct Larch Hill,1263
435507.8091,389298.1338,PINFOLD LANE,At Garages,1264
436324.301,387129.9144,BERNARD STREET,Corner of Bernard Street and School Lane,1265
440415.8466,386309.0494,BIRKLANDS AVENUE,On Remote Footway adj no58,1266
436032.5001,391084.0426,LONGLEY HALL RISE,o/s 1 nr lamp,1267
428413.2638,389967.542099999,DUNGWORTH GREEN,Bradfield School to Storrs Carr - Outside site of Roegate Cottage [next to water treatment],1269
432050.8529,380508.969599999,PROSPECT PLACE,o/s 2,1270
438621.3833,391475.5605,TAUNTON AVENUE,Outside 19,1271
434445.1939,391921.2029,SOUTHEY HILL,Opp no119,1272
438526.1116,385885.160700001,FAIRFAX DRIVE,in corner near 56,1273
431798.7684,390243.6031,BEN LANE,o/s Loxley Court,1274
430570.9963,392838.8003,HAWKSLEY RISE,(private) opp 32,1275
430156.8139,381000.358999999,TOWNHEAD ROAD,Blackamoor View Jn,1277
435507.8833,387721.715,WEST BAR,Opp Family Court building,1278
433112.6271,384751.475199999,BRINCLIFFE EDGE ROAD,Adj no277,1279
436798.5734,390708.0802,ADDISON ROAD,Opp no6,1280
435177.3635,382621.365,COBNAR ROAD,o/s 103 at top of the cul de sac,1281
435171.1385,395822.2163,WILLOW CRESCENT,jct Chapel Road,1282
432385.9569,390219.280099999,DIAL HOUSE ROAD,Junction with Ben Lane,1283
436417.734,384987.0978,ERSKINE VIEW,o/s number 3,1284
435246.4489,387209.2017,BARKER'S POOL,jct Balm Green,1285
434471.3307,390808.9013,HERRIES ROAD,o/s 575,1286
434595.9301,396076.0736,LANSBURY AVENUE,outside 3,1288
434873.7969,390882.690199999,MOONSHINE WAY,side of 18,1289
434082.1309,397798.250600001,EAGLETON DRIVE,Rear of 8 - in turning head,1290
436378.0836,389672.646600001,GAYTON ROAD,o/s SCC premises,1291
437737.6859,383214.405200001,MORLAND ROAD,Jct Moorland Close,1292
433093.0863,386603.2952,ASHDELL ROAD,Next to Sports Hall on Oakholme Road / Junction with Ashdell Road and Glossop Road,1294
431418.5968,379669.899800001,GREEN OAK ROAD,Opp Aldam Croft Jct,1296
437820.8373,390409.115700001,SKELWITH CLOSE,o/s 14,1297
432653.5421,392527.669299999,MIDHURST ROAD,Bottom of Hirst common Lane,1298
433800.4713,387789.185699999,ELLIOTT ROAD,Jct Crookesmoor Road,1299
433410.5294,391447.9484,PENISTONE ROAD NORTH,Jct Fox Hill Road,1300
434178.6475,388822.050000001,ASH STREET,Adj jct Wood Street. Grassed area on left hand side (opp kingdom hall),1301
436022.0123,393156.069399999,HIGH GREAVE AVENUE,Outside 15 High Greave Avenue,1303
438405.6925,384667.9991,NEWLANDS ROAD,jct Newlands Drive,1305
433200.0,385586.566199999,HUNTER HILL ROAD,Jct Pinner Road,1306
434342.8727,383491.415899999,TODWICK ROAD,"above No 63, Havecroft Road jct",1307
435167.7333,387311.462400001,HOLLY STREET,Near Jct West Street,1308
435304.8075,381705.247199999,NORTON PARK CRESCENT,"on grassed area opp 48, jct Norton Park View",1309
433857.0572,391202.6886,BINSTED ROAD,outside 102 - 112,1310
430488.7189,385543.8684,CHORLEY ROAD,Jct Canterbury Avenue,1311
435553.5774,384552.292199999,ALBERT ROAD,Jct Kent Road,1312
432655.8095,385614.5582,LOUTH ROAD,o/s 42,1313
433295.5438,382271.7151,BEAUCHIEF RISE,Adj 11 Folds Lane,1314
438407.5476,383535.193399999,CROSSLAND DRIVE,Jct Ridgeway Road,1315
431810.732,386271.0503,RANMOOR CRESCENT,Opp 33,1316
432844.003,389957.095100001,FINDON STREET,o/s 2,1317
431816.2891,387336.7852,STEPHEN HILL,above 23,1318
432680.8415,390175.772500001,FAR LANE,Near to Shops,1320
443904.8184,380376.887399999,HALL MEADOW DRIVE,o/s 15,1321
433647.4265,387072.640799999,SEVERN COURT,outside flat 2,1322
439913.3514,387599.48,HIGH HAZELS MEAD,Adj Flat no7-12,1324
430032.3217,392560.8298,BURTON LANE,jct Burnt Hill Lane/Boggard Lane,1325
432841.7933,389051.284399999,STORRS HALL ROAD,"bottom, Walkley Bank Rd jct",1326
430740.7539,385995.1292,CHORLEY ROAD,Jct Stumperlowe Hall Road,1327
434583.3976,387890.3967,DOVER STREET,Jct Dover Gardens,1328
432366.2924,388597.7842,WALLER ROAD,jct Rivelin Road,1329
432296.7288,390264.237199999,LAIRD DRIVE,opp 3,1330
429348.229,393850.9005,ACRE LANE,"jct Owler Gate, Oughtibridge",1331
429571.4311,395081.438300001,THE GROVE,opp 47,1332
436195.5709,389029.910499999,CATHERINE ROAD,T Junctions at either end of this road,1333
435901.7087,383812.424000001,THORPE HOUSE AVENUE,on the Corner,1334
433599.3001,387809.189999999,BOWER ROAD,jct Barber Place,1335
434878.8923,383496.7544,SCARSDALE ROAD,Jct Hackthorn Road,1336
443396.1889,381770.1686,WESTFIELD CENTRE,Adj Community Centre,1337
443436.9772,381925.954,CHALLONER GREEN,opp 15,1339
432811.2536,392111.4285,LIMESTONE COTTAGE LANE,"on bad bend, at top of hill - junction Underhill Lane",1340
436648.637,385198.597200001,EASTERN DRIVE,Jct Eastern Walk,1341
437656.7441,391619.349300001,LEEDHAM CLOSE,O/S 50,1342
430603.7127,380608.7311,OLD HAY CLOSE,o/s 7,1343
437229.0233,387780.6281,WOODBOURN ROAD,(PRIVATE ) tram depot,1345
431292.7607,384634.9186,TRAP LANE,o/s 147,1346
434127.3138,388394.4924,DANIEL HILL WALK,Junction with Rutland Terrace,1347
430591.3864,388658.4069,STANNINGTON ROAD,Pond Road Jct,1348
435821.2369,384938.9016,HEELEY GREEN,Adj 27 - off Denmark Road,1349
434649.7621,384069.5404,WOODBANK CRESCENT,Side of communal garden beside gennel,1350
434880.764,386660.9287,HODGSON STREET,Jct Thomas Street,1351
442845.7898,384448.461999999,MASSEY ROAD,Opp No 1 - Nr Jct Beighton Road,1352
440637.0039,383852.272600001,SILKSTONE ROAD,Opp Wickfield Road,1353
435140.3267,384561.0897,VALLEY ROAD,Opp no58,1354
435089.6691,383063.828299999,HELMTON DRIVE,Adj no70 Olivet Road,1356
433332.5888,386757.281099999,ASHDELL ROAD,Junction with Glossop Road,1358
429800.4706,385742.611500001,HALLAMSHIRE CLOSE,o/s 15,1359
431286.7171,379583.034700001,GREEN OAK ROAD,(flats) opp 87,1360
433381.7871,384611.5853,BRINCLIFFE EDGE CLOSE,Jct Brincliffe Edge Road,1361
430293.6572,385932.847100001,HALLAM GRANGE CLOSE,Near end of Close - junction Slayleigh Lane,1362
429753.2182,394936.569800001,WHARNCLIFFE AVENUE,outside post office,1363
427081.6782,398353.661599999,EDWARD STREET,O/S Stocksbridge Legionairres Club Opp No 10,1364
435214.4663,396551.917400001,KING STREET,nr to spare land at top of road,1365
436612.771,386805.4473,FITZWALTER ROAD,Adj no102,1366
431675.3975,386539.263499999,WATT LANE,jct Whitworth Road,1367
438707.2886,386165.3005,NOEHILL PLACE,Jct Noehill Road,1369
436393.3699,384901.112400001,HALLYBURTON CLOSE,o/s 3,1370
